%time,field.linear.x,field.linear.y,field.linear.z,field.angular.x,field.angular.y,field.angular.z
1452442041589233309,0.00598491610721,-0.0868680542616,0.0255920747796,0.0,0.0,0.0102013916165
1452442041591420400,0.00606836295891,-0.0855947563643,0.0255924273056,0.0,0.0,0.0098875203724
1452442041593853712,0.00614930640505,-0.084359657404,0.0255930989205,0.0,0.0,0.00958385478203
1452442041596503478,0.00622782154781,-0.0831616114125,0.0255937842607,0.0,0.0,0.00928937756951
1452442041599898984,0.00630398123629,-0.0819995068007,0.0255944607914,0.0,0.0,0.00900376317897
1452442041603182387,0.00637785613412,-0.0808722653273,0.0255951548438,0.0,0.0,0.00872680917498
1452442041606413555,0.006449514785,-0.079778841098,0.0255958205695,0.0,0.0,0.00845814531178
1452442041609918068,0.00651902367637,-0.0787182195957,0.0255965189536,0.0,0.0,0.00819766571425
1452442041613324843,0.00658644730099,-0.0776894167384,0.0255972085282,0.0,0.0,0.00794503041367
1452442041620017522,0.00665184821687,-0.0766914779669,0.0255985140377,0.0,0.0,0.00770149503321
1452442041620882451,0.00671528710528,-0.0757234773585,0.0255986975284,0.0,0.0,0.00746267929196
1452442041624513585,0.0195337557851,0.0560116361587,0.0230900499026,0.0,0.0,-0.019950035122
1452442041626788488,0.0192439185465,0.0538880460518,0.0230906125332,0.0,0.0,-0.0195872039926
1452442041629959406,0.0189627764251,0.051828163648,0.0230911902519,0.0,0.0,-0.0192352877042
1452442041633128879,0.0186900685673,0.0498300777164,0.0230917674519,0.0,0.0,-0.0188939454689
1452442041636343236,0.0184255419452,0.0478919343627,0.0230923660088,0.0,0.0,-0.0185628776553
1452442041640262317,0.0181689511218,0.0460119353097,0.0230930260859,0.0,0.0,-0.0182418166064
1452442041643334490,0.0179200580231,0.0441883362282,0.0230935987032,0.0,0.0,-0.0179303242682
1452442041646802651,0.0176786317173,0.0424194451192,0.0230942096247,0.0,0.0,-0.0176282282319
1452442041649865614,0.0174444482008,0.0407036207434,0.0230948112944,0.0,0.0,-0.0173352032805
1452442041653193564,0.0172172901897,0.0390392710989,0.0230953938984,0.0,0.0,-0.0170509686918
1452442041658441030,0.0169969469189,0.0374248519438,0.0230962472257,0.0,0.0,-0.016775528183
1452442041662268473,0.0167832139463,0.0358588653633,0.0230967538699,0.0,0.0,-0.0165080525446
1452442041663384498,0.0165758929629,0.0343398583802,0.0230972275275,0.0,0.0,-0.0162485848491
1452442041666544831,0.0113527117455,-0.0540204950496,0.0166282475137,0.0,0.0,0.0075363039142
1452442041669796422,0.0112941092185,-0.0534754722673,0.0166286436397,0.0,0.0,0.00728551765155
1452442041673741470,0.0112372647673,-0.0529468001685,0.0166291031822,0.0,0.0,0.00704252299961
1452442041676522009,0.0111821256496,-0.0524339882326,0.0166294544699,0.0,0.0,0.00680648093401
1452442041679960525,0.0111286407055,-0.0519365606548,0.0166298639161,0.0,0.0,0.00657776939015
1452442041683237633,0.0110767603097,-0.0514540559044,0.0166302745891,0.0,0.0,0.00635596222215
1452442041686661352,0.0110264363258,-0.0509860262964,0.0166306988743,0.0,0.0,0.0061409019076
1452442041689828996,0.0109776220614,-0.0505320375767,0.0166310933938,0.0,0.0,0.00593223267229
1452442041693026197,0.0109302722249,-0.0500916685186,0.0166314942812,0.0,0.0,0.00572989102337
1452442041696538510,0.0108843428835,-0.0496645105323,0.0166319141263,0.0,0.0,0.00553372826796
1452442041700020041,0.0108397914224,-0.0492501672855,0.0166323167372,0.0,0.0,0.0053434346903
1452442041703207481,0.0107965765051,-0.0488482543361,0.0166327290168,0.0,0.0,0.00515892656735
1452442041706524719,0.0107546580353,-0.0484583987752,0.0166331358924,0.0,0.0,0.00497998066934
1452442041709872808,0.0107139971196,-0.0480802388811,0.016633536517,0.0,0.0,0.00480642046081
1452442041713146096,0.0106745560314,-0.0477134237839,0.0166339525939,0.0,0.0,0.00463816745211
1452442041716505340,0.0106362981758,-0.0473576131396,0.0166343560519,0.0,0.0,0.00447496114298
1452442041719827561,0.0105991880559,-0.0470124768146,0.0166347652644,0.0,0.0,0.00431671463769
1452442041723106011,0.0105631912396,-0.0466776945793,0.0166351826851,0.0,0.0,0.00416328808144
1452442041726805644,0.0105282743278,-0.0463529558111,0.0166355937378,0.0,0.0,0.00401448873092
1452442041729887899,0.0104944049233,-0.046037959206,0.0166359941286,0.0,0.0,0.00387015687378
1452442041733135361,0.010461551601,-0.045732412499,0.0166364001572,0.0,0.0,0.00373021741424
1452442041736481185,0.0104296838783,-0.0454360321932,0.0166368045791,0.0,0.0,0.00359451419736
1452442041739786008,0.0103987721873,-0.0451485432966,0.0166372120973,0.0,0.0,0.00346293797802
1452442041743175333,0.0103687878471,-0.0448696790669,0.0166376243477,0.0,0.0,0.00333536740823
1452442041746508163,0.010339703037,-0.0445991807641,0.0166380357802,0.0,0.0,0.00321166673742
1452442041752859870,0.0103114907713,-0.0443367974104,0.016638676166,0.0,0.0,0.00309253551208
1452442041753756110,0.0102841248735,-0.0440822855572,0.0166388954798,0.0,0.0,0.00297554650006
1452442041756780704,0.0102575799527,-0.0438354090597,0.0166392843617,0.0,0.0,0.00286269555111
1452442041760036233,0.0143444465127,0.0447526037671,0.0171303720992,0.0,0.0,0.0139396492599
1452442041763207565,0.0142075043454,0.042966487694,0.017130782496,0.0,0.0,0.0135967953844
1452442041766723623,0.0140746704431,0.0412339551031,0.017131211693,0.0,0.0,0.0132644039999
1452442041773642113,0.0139458215579,0.03955339849,0.0171316886325,0.0,0.0,0.0129423290512
1452442041773651514,0.0138208381393,0.0379232585752,0.0171320651222,0.0,0.0,0.0126294271423
1452442041776651681,0.00717912803375,0.00122784462408,0.0196622070111,0.0,0.0,0.0247053520642
1452442041779997296,0.00723874388449,0.000492560603761,0.0196626927703,0.0,0.0,0.0241504834068
1452442041783393634,0.00729657125971,-0.000220664895946,0.0196631980529,0.0,0.0,0.0236124960651
1452442041786494644,0.00735266381367,-0.000912493630661,0.0196636967204,0.0,0.0,0.0230907012233
1452442041789992375,0.00740707359102,-0.00158356750334,0.0196641925273,0.0,0.0,0.0225846500681
1452442041793285748,0.00745985107504,-0.00223450915983,0.0196646892282,0.0,0.0,0.022093885197
1452442041796549522,0.00751104523455,-0.00286592256663,0.0196651834261,0.0,0.0,0.0216179327726
1452442041799786979,0.00756070356926,-0.00347839357122,0.0196656775882,0.0,0.0,0.0211563571571
1452442041803018600,0.00760887215394,-0.00407249044568,0.0196661795453,0.0,0.0,0.0207087859305
1452442041806757550,0.00765559568108,-0.00464876441391,0.0196667032785,0.0,0.0,0.020274898133
1452442041810001894,0.0077009175024,-0.00520775016308,0.0196671995503,0.0,0.0,0.0198539458685
1452442041813122637,0.00774487966908,-0.00574996633978,0.0196676799102,0.0,0.0,0.0194456121699
1452442041816505265,0.00778752297077,-0.00627591603119,0.0196681787207,0.0,0.0,0.0190497624938
1452442041819852572,0.0078288869734,-0.00678608723184,0.0196686886517,0.0,0.0,0.0186659838889
1452442041823127860,0.00786901005595,-0.00728095329648,0.0196691700843,0.0,0.0,0.0182935826764
1452442041826467328,0.00790792944603,-0.00776097337918,0.0196696777269,0.0,0.0,0.0179326596354
1452442041829765514,0.0079456812544,-0.0082265928594,0.0196701855482,0.0,0.0,0.017582669482
1452442041833139261,0.00798230050852,-0.00867824375521,0.0196706816769,0.0,0.0,0.0172432034916
1452442041836447228,0.00801782118502,-0.00911634512415,0.0196711740512,0.0,0.0,0.01691399833
1452442041839805794,0.00805227624123,-0.00954130345202,0.0196716844112,0.0,0.0,0.0165948935378
1452442041843324777,0.00808569764574,-0.00995351303005,0.0196721904447,0.0,0.0,0.0162854416273
1452442041846625902,0.00811811640813,-0.0103533563207,0.0196726909,0.0,0.0,0.0159853376669
1452442041850031520,0.00814956260764,-0.0107412043127,0.0196732054794,0.0,0.0,0.0156944380233
1452442041853357255,0.00818006542116,-0.0111174168649,0.0196736977107,0.0,0.0,0.0154122186373
